scenario,pressure,within4,effective_share,efficiency_gap
baseline,0.7166666666666667,0.712166895343772,0.5207288023515044,0.152231264359846
transparency_surge,0.7166666666666667,0.712166895343772,0.5207288023515044,0.152231264359846
audit_blitz,0.7166666666666667,0.712166895343772,0.5185493480650485,0.152231264359846
cooperative_governance,0.7166666666666667,0.712166895343772,0.5207288023515044,0.152231264359846
