scenario,rr_mean_2030,pressure_mean_2030,offload_mean_2030,within4_mean_2030,effgap_mean_2030,occ_mean_2030
aged_care_places_increase,1.0000419310263995,0.9730152230892738,15.532199240528032,0.5901396447726817,0.1040453579100242,0.8456699231044525
audit_blitz,1.0000448468611365,0.9731356592903697,15.564201800528023,0.5900722397136837,0.1040453579100242,0.8456085031044523
nep_indexation_uplift,1.0000597707875603,0.9755732895997098,15.588881704146544,0.5887081308894464,0.07023519042696252,0.8467506470661474
pooled_funding_pilot,1.0000223660243504,0.972990706329143,14.592201800528027,0.5901545208774915,0.1040453579100242,0.8491085031044524
ucc_integrated_governance,1.000008474670059,0.9682302505486764,14.904201800528023,0.5928147405023256,0.1040453579100242,0.8456085031044523
