year,pressure_mean,pressure_p10,pressure_p90,occupancy_mean,occupancy_p10,occupancy_p90,offload_mean,offload_p10,offload_p90,within4_mean,within4_p10,within4_p90,rr_mean,rr_p10,rr_p90,cth_nominal_mean,cth_effective_mean,effgap_mean,discharge_mean
2026,1.108473188028465,1.098875704565208,1.1184131452714214,0.8762290608115876,0.8762290608115876,0.8762290608115876,17.04064907234159,16.023509747380867,18.083600625316866,0.5154555184698033,0.5102724595650713,0.5204881911886422,1.0386989583803525,1.035212269421237,1.042315416858852,0.44012386481204735,0.38638253575310344,0.13908840096562827,0.873
2027,1.0457646505407625,1.035658789393047,1.056543822195591,0.8701238673663639,0.8701238673663639,0.8701238673663639,16.21414739747713,14.959625092606249,17.536597595031484,0.5493813573361613,0.5434042743627269,0.5549949027839618,1.0161635227008,1.0125587862805354,1.0199874647783087,0.4425928986090355,0.3918997931330001,0.1293522128980343,0.7621290000000001
2028,1.009389804191789,0.9975744948222854,1.022332600850437,0.8632174380623061,0.8632174380623061,0.8632174380623061,15.194111246662272,13.59488076453193,16.903396761471498,0.5697229630958743,0.5624509486319628,0.5763643297846698,1.0035206460718504,1.0,1.007847038337795,0.4444446739567766,0.39672020240063044,0.12029755799517193,0.7275
2029,0.9843470798634542,0.9714867709452832,0.9976858116166011,0.8562099588095322,0.8562099588095322,0.8562099588095322,14.03711629521814,12.205721639960803,15.881355624570194,0.5837947900538083,0.5763017164278487,0.5910115805562038,1.0002014333500182,1.0,1.0,0.4458335054675825,0.4009738614589184,0.11187672893550989,0.7275
2030,0.9614879089073357,0.9464263695690469,0.9777195206176819,0.8491085031044524,0.8491085031044524,0.8491085031044524,12.948961075080518,10.667550255239409,15.291428222265642,0.5965775070437747,0.5875198183694971,0.6049562570989986,1.0,1.0,1.0,0.4468751291006869,0.4047615669945198,0.1040453579100242,0.7275
