scenario,interventions,pressure_2030,within4_2030,offload_2030,rr_2030,effshare_nominal_2030,effshare_effective_2030,effgap_2030
baseline,(none),0.0,0.0,0.0,1.0001724943489436,0.4468751291006869,0.0,0.0
pooled_funding,pooled_funding,0.0,0.0,0.0,1.0001724943489436,0.4468751291006869,0.0,0.0
ucc_integration,ucc_integration,-0.018878294256887806,0.010554398064948067,-2.639999999999999,1.0,0.4468751291006869,0.0,0.0
nep_realism,nep_realism,-0.004690326416304291,0.0026274732870626982,-0.053077391915440586,1.0000744533450707,0.44295382774478764,0.007751559466376068,-0.030252066663624497
discharge_capacity,aged_ndis_capacity,-0.005638014176172712,0.003157962355771038,-0.09200255999999918,1.0000616812672274,0.4468751291006869,0.0,0.0
bundle_all,"pooled_funding, ucc_integration, nep_realism, aged_ndis_capacity, middle_tier, cumulative_cap",-0.030281484001034586,0.016885461651646505,-2.8015998498476407,1.0,0.44173335522676993,0.010254082385280916,-0.03966777145781175
