scenario,interventions,pressure_2030,within4_2030,offload_2030,rr_2030,effshare_nominal_2030,effshare_effective_2030,effgap_2030
baseline,(none),0.9803662031642235,0.5860231089788266,15.588961075080517,1.0001724943489436,0.4468751291006869,0.4047615669945198,0.1040453579100242
pooled_funding,pooled_funding,0.9803662031642235,0.5860231089788266,15.588961075080517,1.0001724943489436,0.4468751291006869,0.4047615669945198,0.1040453579100242
ucc_integration,ucc_integration,0.9614879089073357,0.5965775070437747,12.948961075080518,1.0,0.4468751291006869,0.4047615669945198,0.1040453579100242
nep_realism,nep_realism,0.9756758767479192,0.5886505822658893,15.535883683165077,1.0000744533450707,0.44295382774478764,0.4125131264608959,0.0737932912463997
discharge_capacity,aged_ndis_capacity,0.9747281889880508,0.5891810713345976,15.496958515080518,1.0000616812672274,0.4468751291006869,0.4047615669945198,0.1040453579100242
bundle_all,"pooled_funding, ucc_integration, nep_realism, aged_ndis_capacity, middle_tier, cumulative_cap",0.9500847191631889,0.6029085706304731,12.787361225232877,1.0,0.44173335522676993,0.41501564937980073,0.06437758645221245
