tag,mean_ed,mean_occ,mean_los,mean_offload,mean_c,mean_u,mean_r,mean_a
int_audit_heavy,0.5250081860147335,0.9300101925174443,6.351855025528037,32.175843373339795,0.6282182999771474,0.0,0.2235294117647059,0.6088235294117647
int_baseline,0.5531413892162718,0.911254723716419,5.976745649507531,28.42474961313471,0.8157729879874014,0.0,0.2235294117647059,0.6088235294117647
int_capacity_build,0.5695425074276103,0.90032064490886,5.75806407335635,26.23793385162292,0.9251137760629913,0.0,0.2235294117647059,0.6088235294117647
int_governance_package,0.5627238659640454,0.9071098151699146,5.88747217495387,27.539457989075693,0.8518275857709505,0.0,0.21352941176470588,0.45882352941176474
int_treasury_relax,0.5531413892162718,0.911254723716419,5.976745649507531,28.42474961313471,0.8157729879874014,0.0,0.2235294117647059,0.6088235294117647
