year,pressure_mean,pressure_p10,pressure_p90,occupancy_mean,occupancy_p10,occupancy_p90,offload_mean,offload_p10,offload_p90,within4_mean,within4_p10,within4_p90,rr_mean,rr_p10,rr_p90,cth_nominal_mean,cth_effective_mean,effgap_mean,discharge_mean
2026,1.1722191221420708,1.1303655921065763,1.2013250936231834,0.8805342609572266,0.878239295962836,0.8824150540869373,17.962030036876307,16.82595103241251,19.0489012372217,0.48405930940631675,0.47043835600155914,0.504160065098527,1.0621806353787857,1.046684940986023,1.0730057085819873,0.4242311414666519,0.3833708807398575,0.10660269881650254,0.9809657142857142
2027,1.1659657271201869,1.105439017589604,1.2199988478937867,0.8807391057996163,0.8764211317964826,0.885233288383232,17.919387603591346,16.210556639220496,19.385998003286776,0.48744698200976727,0.46238346043689993,0.5170271585057677,1.060312891318342,1.0375930619225275,1.0802904351027613,0.42778628954208603,0.38664418215280066,0.10645040924676469,0.9621934251428572
2028,1.154059326786921,1.0899360976212042,1.2237377137952652,0.8803985549657524,0.8740776249744884,0.8863667099042535,17.82629979601966,15.72563503046661,19.65255747785666,0.4934658557818568,0.46081499668208564,0.5252467851720385,1.0562368011058654,1.0319783490286134,1.0814559639368184,0.4309668347666187,0.38941820661805154,0.10675964799247865,0.934988098082743
2029,1.1400053704454018,1.0670797077201293,1.214493396065332,0.8794417496768263,0.8705839640767757,0.8882396920490819,17.672851523072534,15.573887631512635,19.85909977412753,0.5007180324244341,0.46472082254889724,0.5376174881889996,1.0513622663690951,1.0237556847876983,1.079429147153016,0.4337313680161901,0.39213265456874463,0.10617301834144448,0.9081702102631184
2030,1.1262741288956861,1.05256320663085,1.2043796617014115,0.8780989954240986,0.8672118180391635,0.8888438079403678,17.638588779598518,15.244830294968175,19.89877451176363,0.5075911716940051,0.4690960236501593,0.5456022340471006,1.0470038764482887,1.018567398164697,1.0759988026147216,0.43589340208969896,0.394258576660602,0.10571857712569954,0.8831811410881981
