scenario,rr_mean,pressure_mean,offload_mean,within4_mean,effgap_mean
baseline_equilibria,1.000155607622515,0.9808065173765751,15.64820180052803,0.5857763180495573,0.1040453579100242
no_stage_equilibria,1.029158119233577,1.079609197193581,17.300962558694867,0.5318912444858869,0.1376931380545391
cooperative,1.0,0.9621084973793386,14.211119240528026,0.5962299597531753,0.1040453579100242
adversarial,1.0019738848257325,0.9983382321145592,17.063509928528028,0.5759334700941235,0.1040453579100242
equilibrium_row_favourable,1.000155607622515,0.9808065173765751,15.64820180052803,0.5857763180495573,0.1040453579100242
