cost_shifting_intensity,fragmentation_index,discharge_delay_base,political_salience,audit_pressure,best_value
0.14489201702842663,0.6227957357510121,1.3461362480063734,0.8795998259916915,0.3803401941100095,7.557149503150448e-05
