scenario,interventions,end_year,pressure_mean,offload_mean,within4_mean,rr_mean,cth_nominal_mean,cth_effective_mean,effgap_mean,discharge_mean
baseline,,2030,1.132974901466132,17.7776664467092,0.504351533370426,1.0495680603722986,0.4437683809820623,0.3861244896189921,0.14950527627919039,0.8781033716993472
pooled,pooled,2030,1.1308239824821578,17.774273891889212,0.5054042317885743,1.0487681956141481,0.4437683809820623,0.3861244896189921,0.14950527627919039,0.8749647981081655
discharge,discharge,2030,1.0861095497972169,17.614904052116064,0.5279933706838223,1.0321046037567243,0.4436275985630427,0.385641212520805,0.15058362551293056,0.821423492572231
indexation,indexation,2030,1.124925038415489,17.718162607437563,0.5083373855317855,1.0465013493710023,0.43593133062835276,0.39413038830501107,0.10617580771134305,0.879678756464951
bundle,"pooled,discharge,indexation,integration,workforce,cap,audit_relief",2030,1.0467270220664766,14.564939429273556,0.5491999166206517,1.0171053361653872,0.4330077774572163,0.39649260215033627,0.092187708568231,0.8268402303583587
