t,x,g,u,r,a,ed_proxy
0,0.12,0.4,0.0,0.5,3.75,0.502
1,0.04778000000000002,0.3168,0.0,0.5,0.0,0.603108
2,0.06190616000000001,0.2312432,0.0,0.5,0.0,0.5833313760000001
3,0.10775419424000002,0.1644769024,0.0,0.0,3.75,0.519144128064
4,0.0,0.1807320665856,0.0,0.5,0.0,0.67
5,0.0,0.108200294600192,0.0,0.5,0.0,0.67
6,0.05264464447792292,0.048724241572157434,0.0,0.0,0.0,0.5962974977309079
7,0.09701500272291051,0.0725885927638706,0.0,0.0,3.75,0.5341789961879253
8,0.023036248951713884,0.10280624671987242,0.0,0.5,0.0,0.6377492514676006
9,0.002373829048615994,0.049829822058706716,0.0,0.0,0.0,0.6666766393319377
10,0.018798906277102095,0.061430173059807344,0.0,0.0,0.0,0.6436815312120571
11,0.03310079802881687,0.07488447941554652,0.0,0.5,0.0,0.6236588827596564
12,0.08060493039189882,0.029349464647664202,0.0,0.0,3.75,0.5571530974513417
13,0.0,0.06341174430514036,0.0,0.5,0.0,0.67
14,0.05196385851343814,0.011997630330215097,0.0,0.0,0.0,0.5972505980811866
15,0.060871282302576074,0.042309382914001534,0.0,0.0,0.0,0.5847802047763935
16,0.03399240540050824,0.06930280174209952,0.0,0.5,0.0,0.6224106324392885
17,0.046286871230917,0.024986474724643586,0.0,0.0,0.0,0.6051983802767162
18,0.021186503674403195,0.05159775836962782,0.0,0.0,0.0,0.6403388948558356
19,0.07000467908720509,0.06739492274495158,0.0,0.0,3.75,0.5719934492779128
20,0.0,0.09206495963178953,0.0,0.5,0.0,0.67
21,0.05239938738640321,0.03549326689806741,0.0,0.0,0.0,0.5966408576590355
22,0.06160297080915739,0.061680331829152044,0.0,0.0,0.0,0.5837558408671797
23,0.10491609593967846,0.08536258509410245,0.0,0.0,3.75,0.5231174656844502
24,0.030025353801553856,0.11517718280268684,0.0,0.5,0.0,0.6279645046778246
25,0.07857249744793715,0.06165137481057613,0.0,0.0,3.75,0.559998503572888
26,0.0,0.08941152673217734,0.0,0.5,0.0,0.67
27,0.017359055206329094,0.03331745192038542,0.0,0.0,0.0,0.6456973227111393
28,0.0,0.05148648382423503,0.0,0.0,0.0,0.67
29,0.0,0.06221891673587272,0.0,0.0,0.0,0.67
30,0.016945727534385266,0.07101951172341563,0.0,0.5,0.0,0.6462759814518607
31,0.03165282225776725,0.02230297422145328,0.0,0.0,0.0,0.6256860488391259
32,0.07856043234984593,0.045885116203455825,0.0,0.0,3.75,0.5600153947102158
33,0.0,0.0764802990507968,0.0,0.5,0.0,0.67
34,0.017162500545572112,0.02271384522165337,0.0,0.0,0.0,0.645972499236199
35,0.03110500091656115,0.04274435321269307,0.0,0.0,0.0,0.6264529987168144
36,0.008400014957075527,0.06251556985438299,0.0,0.5,0.0,0.6582399790600943
37,0.0,0.013278770870292177,0.0,0.0,0.0,0.67
38,0.01620183731722844,0.030888592113639583,0.0,0.0,0.0,0.6473174277558802
39,0.0,0.04921708648931929,0.0,0.0,0.0,0.67
40,0.016748099714637654,0.06035801092124181,0.0,0.0,0.0,0.6465526603995073
41,0.03132080752059126,0.07351311288693131,0.0,0.5,0.0,0.6261508694711723
42,0.07905329378358984,0.02779774637222558,0.0,0.0,3.75,0.5593253887029742
43,0.0,0.06176694253328653,0.0,0.0,0.0,0.67
44,0.016938857526505955,0.07064889287729495,0.0,0.5,0.0,0.6462855994628917
45,0.06664128064453001,0.021997417965743286,0.0,0.0,0.0,0.576702207097658
46,0.10864586210737512,0.0540317900865967,0.0,0.0,3.75,0.5178957930496748
47,0.0,0.09038107477677933,0.0,0.5,0.0,0.67
48,0.017373792336607047,0.034112481316959056,0.0,0.0,0.0,0.6456766907287502
49,0.031459971125499836,0.05214194484069212,0.0,0.0,0.0,0.6259560404243003
50,0.008848132729508379,0.0703067878394875,0.0,0.5,0.0,0.6576126141786883
51,0.0,0.019775117883461767,0.0,0.0,0.0,0.67
52,0.0,0.036215596664438646,0.0,0.0,0.0,0.67
53,0.05155047706929947,0.04969678926483968,0.0,0.0,0.0,0.5978293321029807
54,0.06108880147642311,0.07312348169380041,0.0,0.5,0.0,0.5844756779330077
55,0.06964784619146965,0.03462256734325787,0.0,0.0,3.75,0.5724930153319425
56,0.0,0.06510598830742417,0.0,0.5,0.0,0.67
57,0.01698961102227285,0.01338691041208782,0.0,0.0,0.0,0.6462145445688181
58,0.030814546517418384,0.0350547731832575,0.0,0.0,0.0,0.6268596348756142
59,0.00803334255736532,0.056140405174451555,0.0,0.0,0.0,0.6587533204196886
60,0.0,0.06796313445681795,0.0,0.5,0.0,0.67
61,0.01703303964374363,0.015729770254590724,0.0,0.0,0.0,0.646153744498759
62,0.030887506601489298,0.036986341123262864,0.0,0.0,0.0,0.626757490757915
63,0.04312544806235439,0.05774180130543298,0.0,0.0,0.0,0.6096243727127039
64,0.08896556071346737,0.0776983846054201,0.0,0.0,3.75,0.5454482150011457
