t,x,g,u,r,a,ed_proxy
0,0.12,0.4,0.0,0.5,3.75,0.502
1,0.020705,0.29892,0.0,0.5,0.0,0.641013
2,0.03963994900000001,0.19458667999999998,0.0,0.5,0.0,0.6145040714000001
3,0.08958593031100001,0.113123306584,0.0,0.0,3.75,0.5445796975646
4,0.0,0.132111672346056,0.0,0.5,0.0,0.67
5,0.0,0.053331571323765925,0.0,0.0,0.0,0.67
6,0.0536839774022273,0.06373188848548805,0.0,0.5,0.0,0.5948424316368818
7,0.09998558203574187,0.008855887676981294,0.0,0.0,3.75,0.5300201851499614
8,0.0,0.04885871361484491,0.0,0.0,0.0,0.67
9,0.0,0.06006414516417283,0.0,0.0,0.0,0.67
10,0.018770322661730517,0.06925259903462172,0.0,0.5,0.0,0.6437215482735773
11,0.035030642071707266,0.005841520903323603,0.0,0.0,0.0,0.6209571010996099
12,0.08320126968725337,0.03235666582821412,0.0,0.0,3.75,0.5535182224378453
13,0.0,0.0645039402315823,0.0,0.5,0.0,0.67
14,0.053827263033470046,0.0,0.0,0.0,0.0,0.594641831753142
15,0.06429144620878424,0.03162668881522953,0.0,0.0,0.0,0.5799919753077021
16,0.038696256023609765,0.059820837209585614,0.0,0.0,0.0,0.6158252415669464
17,0.05204598241751734,0.07741147781295991,0.0,0.5,0.0,0.5971356246154758
18,0.028752347082016128,0.019719344008810865,0.0,0.0,0.0,0.6297467140851775
19,0.07797991907744688,0.04238036905694039,0.0,0.0,3.75,0.5608281132915744
20,0.0,0.07159556514741965,0.0,0.5,0.0,0.67
21,0.05391821312301566,0.003708363420884108,0.0,0.0,0.0,0.5945145016277781
22,0.0644172230466663,0.03468719203969635,0.0,0.0,0.0,0.5798158877346672
23,0.10884367505804213,0.06235761765063093,0.0,0.0,3.75,0.517618854918741
24,0.006780296996285573,0.09464348028605446,0.0,0.5,0.0,0.6605075842052003
25,0.06004485805147425,0.024072197985762333,0.0,0.0,0.0,0.585937198727936
26,0.03494730386343525,0.052708891687443554,0.0,0.0,0.0,0.6210737745911907
27,0.048730672858445775,0.07076990881820573,0.0,0.5,0.0,0.6017770579981759
28,0.025816002738856855,0.01355715056835299,0.0,0.0,0.0,0.6338575961656004
29,0.005375632811456019,0.03669312005764253,0.0,0.0,0.0,0.6624741140639616
30,0.023093633482591445,0.05124949513454138,0.0,0.0,0.0,0.637668913124372
31,0.03851779957012914,0.06701281084256368,0.0,0.5,0.0,0.6160750806018193
32,0.08698474692936695,0.008270349598050102,0.0,0.0,3.75,0.5482213542988863
33,0.0,0.04557039200714434,0.0,0.0,0.0,0.67
34,0.018584440277491628,0.05736772144585836,0.0,0.0,0.0,0.6439817836115118
35,0.03471835966618594,0.07105577068554204,0.0,0.5,0.0,0.6213942964673397
36,0.013769079571961981,0.010764897650040638,0.0,0.0,0.0,0.6507232885992532
37,0.0,0.031801337260577114,0.0,0.0,0.0,0.67
38,0.018407852150366905,0.04607709655367323,0.0,0.0,0.0,0.6442290069894864
39,0.0,0.061759315238491305,0.0,0.0,0.0,0.67
40,0.018792063217933655,0.07064263849556286,0.0,0.5,0.0,0.6436911114948929
41,0.03506716620612854,0.006986049221435222,0.0,0.0,0.0,0.6209059673114201
42,0.08324735901853546,0.03330306826210065,0.0,0.0,3.75,0.5534536973740504
43,0.0,0.06528994552292619,0.0,0.5,0.0,0.67
44,0.01883734355133153,0.0,0.0,0.0,0.0,0.6436277190281359
45,0.06920011545414512,0.024068866207087612,0.0,0.0,0.0,0.5731198383641969
46,0.1128207824996707,0.054683695227907184,0.0,0.0,3.75,0.5120509045004611
47,0.0,0.08920991910681277,0.0,0.5,0.0,0.67
48,0.019144117212544876,0.01815213366758647,0.0,0.0,0.0,0.6431982359024372
49,0.03469674191707539,0.0390198789253306,0.0,0.0,0.0,0.6214245613160945
50,0.0133396279959022,0.059490796972859375,0.0,0.0,0.0,0.651324520805737
51,0.0,0.07166381316485956,0.0,0.5,0.0,0.67
52,0.0,0.0037643267951848434,0.0,0.0,0.0,0.67
53,0.05304827749114825,0.023086747972051572,0.0,0.0,0.0,0.5957324115123925
54,0.06391760618512907,0.050389561275170316,0.0,0.0,0.0,0.5805153513408193
55,0.07361538744256506,0.07512564318162754,0.0,0.0,3.75,0.566938457580409
56,0.0,0.09750395109652864,0.0,0.5,0.0,0.67
57,0.019250488172812982,0.024953239899153486,0.0,0.0,0.0,0.6430493165580619
58,0.03487544513032581,0.04461976216263346,0.0,0.0,0.0,0.621174376817544
59,0.013565131261815966,0.06412130112150981,0.0,0.5,0.0,0.6510088162334576
60,0.0,0.0005095352721902861,0.0,0.0,0.0,0.67
