t,x,g,u,r,a,ed_proxy
0,0.12,0.4,0.0,0.5,3.75,0.502
1,0.025175000000000003,0.3168,0.0,0.5,0.0,0.6347550000000001
2,0.0476697,0.225818,0.0,0.5,0.0,0.6032624200000001
3,0.10028648400000001,0.156611488,0.0,0.0,3.75,0.5295989224
4,0.0,0.17249017632,0.0,0.5,0.0,0.67
5,0.0,0.10144194458239998,0.0,0.5,0.0,0.67
6,0.0569273969470656,0.04318239455756799,0.0,0.0,0.0,0.5903016442741083
7,0.10477802687107021,0.0690721388045015,0.0,0.0,3.75,0.5233107623805018
8,0.005796473746405906,0.10178588026874807,0.0,0.5,0.0,0.6618849367550318
9,0.0,0.044855575519510846,0.0,0.0,0.0,0.67
10,0.020852255934870705,0.05678157192599889,0.0,0.0,0.0,0.6408068416911811
11,0.039011789970582786,0.07156543040368805,0.0,0.5,0.0,0.6153834940411841
12,0.08990988255237127,0.028046482523964075,0.0,0.0,3.75,0.5441261644266803
13,0.0,0.06457648748221964,0.0,0.5,0.0,0.67
14,0.05622695326216218,0.012952719735420105,0.0,0.0,0.0,0.591282265432973
15,0.06860128148043246,0.0441156989659634,0.0,0.0,0.0,0.5739582059273945
16,0.04483530035352522,0.07263918070739378,0.0,0.5,0.0,0.6072305795050648
17,0.05993850273747217,0.030324600264908946,0.0,0.0,0.0,0.586086096167539
18,0.03712327975925933,0.05925141287421866,0.0,0.0,0.0,0.618027408337037
19,0.08805179743757319,0.07749574569908153,0.0,0.0,3.75,0.5467274835873975
20,0.0,0.10467894285826443,0.0,0.5,0.0,0.67
21,0.05698889991430703,0.04583673314377683,0.0,0.0,0.0,0.5902155401199702
22,0.0698813518560358,0.07126345715733068,0.0,0.0,3.75,0.5721661074015499
23,0.0,0.09520755931445975,0.0,0.5,0.0,0.67
24,0.05680894362697474,0.03807019863785699,0.0,0.0,0.0,0.5904674789222354
25,0.10457902529331756,0.06485170935351667,0.0,0.0,3.75,0.5235893645893555
26,0.0,0.09827736774027988,0.0,0.5,0.0,0.67
27,0.02186726998706532,0.04058744154702951,0.0,0.0,0.0,0.6393858220181086
28,0.0045770135782697355,0.05852984686545987,0.0,0.0,0.0,0.6635921809904224
29,0.0,0.06909295768846183,0.0,0.5,0.0,0.67
30,0.021312766196080773,0.016656225304538693,0.0,0.0,0.0,0.6401621273254869
31,0.038645447209415706,0.03877316863678111,0.0,0.0,0.0,0.6158963739068181
32,0.08897177480419635,0.061068905612420274,0.0,0.0,3.75,0.5454395152741252
33,0.0,0.09142972855519176,0.0,0.5,0.0,0.67
34,0.021737164842548645,0.034972377415257244,0.0,0.0,0.0,0.6395679692204319
35,0.03935843693548172,0.05389426904272261,0.0,0.0,0.0,0.6148981882903256
36,0.019872246876326008,0.07363932547954816,0.0,0.5,0.0,0.6421788543731436
37,0.003489279497751782,0.02515358614354773,0.0,0.0,0.0,0.6651150087031475
38,0.023478698504793942,0.04146336771716956,0.0,0.0,0.0,0.6371298220932885
39,0.005979484700749008,0.05963484916922959,0.0,0.0,0.0,0.6616287214189515
40,0.026275418976859508,0.07033565264694802,0.0,0.5,0.0,0.6332144134323967
41,0.04393323772039119,0.02398133572494365,0.0,0.0,0.0,0.6084934671914524
42,0.09323822981831036,0.050208672347347674,0.0,0.0,3.75,0.5394664782543656
43,0.0,0.08354828648121958,0.0,0.5,0.0,0.67
44,0.021587417443143173,0.028509594914600058,0.0,0.0,0.0,0.6397776155795996
45,0.07410686130448053,0.04855884801632641,0.0,0.0,3.75,0.5662503941737272
46,0.0,0.07760390208646298,0.0,0.5,0.0,0.67
47,0.021474474139642798,0.023635199710899637,0.0,0.0,0.0,0.6399357362045002
48,0.038917116554599895,0.04453473755645197,0.0,0.0,0.0,0.6155160368235602
