tag,mean_x,sd_x,acf1_x,mean_g,sd_g,acf1_g,mean_ed,mean_u,mean_r,mean_a
int_baseline,0.0352813952134455,0.029427724055090896,0.01237203931770942,0.05240155955002694,0.02194586402477101,-0.17550533476301436,0.6206060467011764,0.0,0.15862068965517243,0.5948275862068966
int_upstream_fix,0.03412472922020602,0.029307627011668544,-0.0030714628168718966,0.05348122012669958,0.02172558935387513,-0.13500798473248488,0.6222253790917116,0.0,0.1482758620689655,0.5689655172413793
int_indexation_reform,0.03516345727874353,0.02974050204989053,0.005199747325962995,0.04539412844596936,0.026245123751623814,-0.12832514610570525,0.620771159809759,0.0,0.13448275862068965,0.5948275862068966
int_pooled_funding,0.03403854382894272,0.029673283755499512,-0.01383188498905893,0.05378212753275098,0.022160743693509642,-0.16121932176190235,0.6223460386394802,0.0,0.15517241379310345,0.5948275862068966
int_audit_heavy,0.0352813952134455,0.029427724055090896,0.01237203931770942,0.05240155955002694,0.02194586402477101,-0.17550533476301436,0.6206060467011764,0.0,0.15862068965517243,0.5948275862068966
int_fiscal_shift,0.0352813952134455,0.029427724055090896,0.01237203931770942,0.05240155955002694,0.02194586402477101,-0.17550533476301436,0.6206060467011764,0.0,0.15862068965517243,0.5948275862068966
int_governance_package,0.03422491928630503,0.03078547085920317,0.02161558285365225,0.04805906843771615,0.026585532751121636,-0.036547903536209056,0.6220851129991729,0.0,0.12413793103448276,0.5689655172413793
