cost_shifting_intensity,discharge_delay_base,fragmentation_index,political_salience,outcome
0.07451354756907312,1.1330692824494177,0.9687075413274323,0.4767590981317576,0.9598268314822352
0.3560545567508179,0.9380357677736644,1.084276988165879,0.2095629293348197,0.9845957340018205
0.796079789856634,1.1235777564595506,0.9435757834352753,0.16348329673776796,1.0113537453032364
0.7773357590469545,1.098121215068181,1.1870797119337295,0.12813874648424398,1.028614483652845
0.5150784937613095,1.0975397718617699,0.9746937467672959,0.28335445880860666,1.0072487148444764
0.18607874443636607,0.8160493448084409,0.8933162859085866,0.3151358198064864,0.9564665661411486
0.5324040367544399,1.176442284942302,0.9665667308878012,0.19313776845289066,1.0334039030325202
0.525982529766585,0.9562571659999272,1.1721144862966515,0.1859784314233134,0.9961012426623148
0.4688394340589034,0.8402828362727894,0.8027943611685433,0.35456585617407477,0.9504433180117549
0.7768232516388616,1.0025133995116906,0.9751218798110844,0.3334219247319319,0.9853342202355048
0.6676892600254992,1.0696167602066828,0.9405280770212856,0.19591782139298208,0.9947984502618787
0.13187285806780213,1.0088904119578437,1.0961606270407953,0.13875745999262895,0.9609961093882994
0.22637555109484508,0.8638539902284996,1.0585109944142188,0.304444303354326,0.9757613866721092
0.5935302236795232,1.0595499586321124,0.8599794783780623,0.12365936037881582,0.9843029026877155
0.521563378294449,1.0433818247865814,0.9606067858023231,0.38965723260938123,0.987811211503318
0.16495208699231945,1.062357445798551,1.2712956921842888,0.482495275741358,1.0143859243743392
0.5838885560663704,0.751766438484693,1.010282909097725,0.12200845848441273,0.9752369840034358
0.7799855819162625,0.9311890310631693,0.849855343586475,0.29554033801829743,0.961132633513708
0.15223517384068042,1.0578552548846616,0.9748403159354477,0.26881310492826777,0.9573003468447668
0.3708836113184121,0.9536098823126548,1.1633402819230396,0.14640722353201868,0.9948840586642499
0.6097884639143384,1.098982544375339,0.7013818646799547,0.2660977916511613,0.9896467528791033
0.5170247215871222,1.1066600952986965,0.8988096865532217,0.21453623857231874,1.0041951051734965
0.6466649788705782,1.093093817826418,1.051947466459481,0.23418910651006342,1.0164016781016385
0.6501393293063317,1.2974276087059327,1.1196418987182282,0.48147020586413364,1.1275003928923981
0.5050924748591299,0.9271831883835814,1.1117433425210512,0.4015410430326359,0.991505103119384
0.5093122616953868,0.862881000621581,1.0054222711017549,0.13145398258623606,0.9732600377549712
0.14327554983614493,1.0333542381442822,0.8104695220584454,0.11527254934372762,0.9393891589803598
0.35754262809493687,1.2064376999374264,1.0867350805683282,0.1082681888805897,1.0650849373606301
0.5787983314232231,0.9787616420982168,0.9725730018135511,0.1292237702487727,0.980090828770557
0.5962615910820286,1.0108864658568968,1.1286741260362139,0.27664270659720924,1.0001515402474999
0.7548092548781046,0.9639172737992393,1.0103132932837635,0.42119133466656367,0.976310684976857
0.3776999316722074,0.9754706341621316,0.7755032198877314,0.18273884486640082,0.9584410353199834
0.30797532375227765,1.257917577681358,0.7171290887404872,0.35689871257244504,1.0612170885679983
0.3152318703883801,0.9345754438751125,1.074177792275286,0.14547194805844196,0.9819026515088835
0.5494816282077862,0.8922042619425522,1.1334027540098182,0.2932608909687779,0.9870816676452161
0.538293148373538,0.9568204736681355,1.1727373370581329,0.17313239296408747,1.000864128674224
0.6675605864637232,1.1645999950108994,1.1057821368301293,0.35154323379707336,1.043940152504919
0.13444380557414554,1.196124474377956,0.9964106071835286,0.4133666248104768,0.9910260816217636
0.4831601549071144,0.9181457457418655,0.8757672302794365,0.32674204873461615,0.9650449586344185
0.45959458057716096,0.9637822700154466,1.1297914133442877,0.21776489480847416,0.9920404180315036
0.6650612964005992,1.1742193187655916,0.9550437331391438,0.44816302121645535,1.0255887710299558
0.09685718730400304,1.1612735185058656,0.797404698718957,0.21113601547335656,0.9529651158718003
0.1788841007250327,1.1897643541366936,1.0000395495027408,0.18922762122289338,1.0389287024818474
0.2583770075886115,1.113789111643358,1.0329735601973185,0.3274057398598796,1.0223569939450698
0.5899942879619766,0.7745323843952979,1.045954691279882,0.23486046794035498,0.9718538547548642
0.4182792079386924,1.0097905099758653,0.9969829579312317,0.3097138183385878,0.9868183331304528
0.17448312694347307,0.7666377940758718,1.081822980793792,0.31390767775817796,0.9714495067663794
0.6959640639653523,1.2297964648583568,1.0561482124903965,0.33544274690522896,1.0731247341351648
0.562155483540693,1.0184537376492515,0.9242260522480577,0.48284507951730915,0.9839332459161151
0.6164414856771848,0.7697763479657895,0.9346681482274878,0.39311309810411094,0.9558206480164289
0.3366180705273703,0.8288040026092484,0.9288111418112723,0.3192664289845675,0.9573868059625058
0.31377675580396813,1.0128081316568094,0.8527663074985781,0.2975405217497277,0.9767625155503656
0.05073837044069619,0.9190968880391412,0.92626460644145,0.18328389802725337,0.9400855919990295
0.7264039906593438,1.242337521063663,1.0952525253428105,0.4655806436865889,1.0869018968669026
0.49630331769325975,1.3927385048609633,1.0784073277074806,0.36346436459121967,1.1920627566378925
0.6738450700174881,0.978941562939426,1.0033367500198436,0.4333335933247762,0.9821772775492313
0.16660187520156045,1.0595696018728311,1.1612383626204028,0.29451842909218895,0.9991157739027052
0.6598028588066194,1.0217614467700062,0.9092794345280956,0.27643644154882324,0.9764779747317529
0.29925649677999544,1.1296018430635681,0.6946009915235505,0.4102983580463123,0.9997193224218044
0.39483084692331816,1.1376254662531549,1.0164079646935311,0.1392726352752208,1.0270842657880266
0.688520937301654,0.760384784328484,0.7982481363929322,0.22992912735343776,0.9453740300303906
0.1510126228896957,1.00923861517277,1.1045492261924943,0.4167704370314078,0.9623798190041002
0.3850850089109131,0.8652164165606399,0.7677204494595881,0.4440473626049357,0.9493129527599482
0.549944510415825,0.854541489297565,1.0675653743672335,0.44715104131198125,0.9769763342001057
0.38189810578596456,0.8940643054880317,0.9041242756409725,0.21770517911777765,0.9606296972390614
0.5091517848843894,0.9486350850041727,0.9741464836483628,0.3865292394056699,0.9743203180137255
0.18144151628314464,1.0996776666034382,0.9185521888426103,0.33953456396664594,0.9938059548647822
0.2997111792727325,1.008970795383945,0.9594152353374631,0.356367094830614,0.9860169799914772
0.20869462679931589,1.0421280788014655,1.1779297546009,0.32269100090808744,1.01359142904068
0.4114157621054283,0.9224604749450143,0.9327576691526128,0.3165991050372259,0.9621905293324939
0.09234617118789488,1.1376200303710031,1.09535419005967,0.210715953111823,0.9769539739583868
0.33105508132006123,0.9648117846116833,0.8167165632723293,0.27579899125620855,0.9624969226295599
0.49648768068601395,0.9814714132599179,0.9537257911476539,0.3911592714152883,0.9766297075793376
0.0989064818687427,1.0358451535605664,1.0349346702530797,0.13587347825564997,0.9592896553530483
0.7874456879121128,1.0907470223529845,0.8452605552820801,0.3948916265917397,0.9885528405899698
0.2500416588167886,1.173034858090601,1.0705306428066241,0.10897815948783528,1.0438514751481236
0.6177752770994157,1.0685432650125133,0.8724380136595442,0.11885457101122197,0.9868886599286197
0.4696272403842798,0.9146030029752357,0.8733158660924969,0.10248557553893578,0.9558682162400188
0.597620725559185,1.0302282573799593,1.1537081697735074,0.17890067397129028,1.0087195456847071
0.6497246284372862,0.9749730599552758,1.0438341014166646,0.4953705896757804,0.9870704284178153
0.7290269316596663,0.8608022400715497,1.1122317723504422,0.36221966733704014,0.981647589942211
0.35947391198298406,0.832441727831971,1.031976198668692,0.2541016230757995,0.9729910953622595
0.09690758190773364,1.060592961028411,0.8780578068071788,0.3642635282183754,0.9495566317321208
0.2886778107712572,1.2349955399904893,0.8688867152859127,0.2248342429832232,1.0565459679334792
0.32214573510518213,1.0093078981282337,1.228321094906215,0.1937588855340347,1.0136961945477894
0.7901525861168136,0.7736718295297471,0.7750768074072731,0.2481209071899071,0.9496405919794422
0.3694859213632175,1.1681651174978276,0.8105941728252056,0.4099860676128554,1.0146002742487303
0.5203189463011341,0.9955955960287913,0.9161233934189258,0.279159127428975,0.9782916688460601
0.586193709293061,1.0396750742687808,1.0585568002185866,0.23749513690109048,1.0032052543047634
0.7704701871127438,1.2138208854251273,1.1454436944448525,0.26029819424773587,1.0738485145924235
0.28706830676442124,0.6897691893592139,0.9246207107779647,0.15503724460027024,0.9624206715943254
0.24921369405359944,0.9525128500992874,1.0524384923082934,0.3477525716439489,0.9853549183917565
0.250353427795051,1.0369978619102396,1.0048343698739286,0.36940496078195195,0.99942404175614
0.3227802789763436,1.0098921875683842,0.915742436557509,0.2023902237416335,0.9841684219732636
0.7042385598556862,0.9273976292953247,1.2037760433257092,0.467083902062416,0.9967760485819497
0.7768595575625992,0.8586105495038066,0.9962897492610642,0.3785114880667564,0.968116086140709
0.5915328819471709,1.1474769541684295,1.2508186206385794,0.1458029549486177,1.0532771370923217
0.758868606349189,1.0902308752000314,0.8617344345177356,0.18690731131062843,0.9925163075011753
0.4588181588482491,1.367954872125114,0.9725727510650256,0.18981160219386983,1.1718039575115413
0.5886860486629247,0.8507421797283186,0.7714977093726639,0.198482262736171,0.9483713349798581
0.721338298208006,1.1068312577855302,1.0216148016216613,0.37004671846317283,1.014473639426691
0.12088160406075645,1.0234301734843552,0.9161594996402811,0.11903121325267625,0.9483416692877211
0.13907853044739676,0.9820768150748759,1.1560882006863786,0.45496080297325303,0.9628920581313831
0.31220366114256837,0.7657224662219522,1.147447166345097,0.13936716397930882,0.9821609381162337
0.37082835855165136,0.8665585715962204,0.7812809578138622,0.10722684883299571,0.9473628036666332
0.6339202007651968,1.0830654571875453,0.8948241254907653,0.24478361339840915,0.999475094109771
0.07350393153857744,0.9332500201073374,0.8287094861819778,0.20120217611801283,0.9362634889537894
