t,N,P,within4_proxy,u,a,g,anchor,p_agree,burden,q,e,integrated_equilibrium,cond_penalty
143,300.09269644990144,2.000926964499014,0.0,0.0,0.0,690.3319101087405,1.0,0.46752795031055894,1.374045884742701,1.1200556178699408,0.7800139044674852,1,1.0
144,299.82647892349183,1.9982647892349181,0.0,0.0,0.0,729.036674321376,1.0,0.46752795031055894,1.3739141070671286,1.1198958873540952,0.7799739718385238,1,1.0
145,300.5599983713532,2.0055999837135317,0.0,0.0,0.0,651.9352299260682,1.0,0.46752795031055894,1.3742771991938199,1.120335999022812,0.780083999755703,1,1.0
146,297.29424253915056,1.9729424253915058,0.0,0.0,0.0,630.0124579228861,1.0,0.46752795031055894,1.3726606500568796,1.1183765455234904,0.7795941363808726,1,1.0
147,298.0252600067341,1.9802526000673408,0.0,0.0,0.0,592.8002864323281,1.0,0.46752795031055894,1.3730225037033335,1.1188151560040405,0.7797037890010101,1,1.0
148,285.7569997766351,1.8575699977663511,0.0,0.0,0.0,610.161140504224,1.0,0.46752795031055894,1.3669497148894343,1.111454199865981,0.7778635499664952,1,1.0
149,279.4766154707467,1.794766154707467,0.0,0.0,0.0,744.7269354821435,1.0,0.46752795031055894,1.3638409246580196,1.1076859692824481,0.776921492320612,1,1.0
150,291.1900228818512,1.9119002288185118,0.0,0.0,0.0,761.4864051302493,1.0,0.46752795031055894,1.3696390613265161,1.1147140137291107,0.7786785034322776,1,1.0
151,274.91500829169786,1.7491500829169784,0.0,0.0,0.0,743.3256404003306,1.0,0.46752795031055894,1.3615829291043906,1.1049490049750188,0.7762372512437548,1,1.0
152,271.62390573862115,1.7162390573862116,0.0,0.0,0.0,641.0951370376833,1.0,0.46752795031055894,1.3599538333406174,1.1029743434431727,0.7757435858607932,1,1.0
153,280.3295489628554,1.8032954896285545,0.0,0.0,0.0,495.40781515971105,1.0,0.46752795031055894,1.3642631267366134,1.1081977293777132,0.7770494323444284,1,1.0
154,284.0437995833945,1.8404379958339452,0.0,0.0,0.0,497.69546122043573,1.0,0.46752795031055894,1.3661016807937802,1.1104262797500366,0.7776065699375092,1,1.0
155,292.76172186038775,1.9276172186038774,0.0,0.0,0.0,542.7781138945165,1.0,0.46752795031055894,1.3704170523208918,1.1156570331162325,0.7789142582790581,1,1.0
156,293.48826049368364,1.9348826049368366,0.0,0.0,0.0,761.0154824736015,1.0,0.46752795031055894,1.3707766889443733,1.1160929562962103,0.7790232390740526,1,1.0
157,292.2155171005511,1.9221551710055111,0.0,0.0,0.0,771.8398381261699,1.0,0.46752795031055894,1.3701466809647729,1.1153293102603308,0.7788323275650827,1,1.0
158,298.94151595801645,1.9894151595801643,0.0,0.0,0.0,865.7458216032417,1.0,0.46752795031055894,1.3734760503992183,1.11936490957481,0.7798412273937025,1,1.0
159,298.6741610381697,1.986741610381697,0.0,0.0,0.0,792.6670974286782,1.0,0.46752795031055894,1.373343709713894,1.1192044966229018,0.7798011241557254,1,1.0
160,304.40654195980125,2.0440654195980126,0.0,0.0,0.0,665.63930130124,1.0,0.46752795031055894,1.3761812382701017,1.1226439251758809,0.7806609812939702,1,1.0
161,302.14458626846636,2.0214458626846636,0.0,0.0,0.0,585.9997648177549,1.0,0.46752795031055894,1.3750615702028908,1.1212867517610798,0.7803216879402699,1,1.0
162,295.88039596109303,1.9588039596109303,0.0,0.0,0.0,546.2772054006286,1.0,0.46752795031055894,1.371960796000741,1.1175282375766558,0.7793820593941639,1,1.0
163,290.610016393403,1.9061001639340298,0.0,0.0,0.0,799.8687375640194,1.0,0.46752795031055894,1.3693519581147344,1.1143660098360417,0.7785915024590104,1,1.0
