scenario,delta_rr_2030,delta_offload_2030,delta_within4_2030,delta_pressure_2030,delta_effgap_2030
aged_care_places_increase,-0.00022134223710801315,-0.11600255999999654,0.0044762291817839195,-0.00798511556835646,0.0
audit_blitz,-0.00021723589822131295,-0.08400000000000496,0.0044105705200396805,-0.007867925354789418,0.0
nep_indexation_uplift,-0.0001757227356502522,-0.060612469691962545,0.003089901033091924,-0.005510413587521912,-0.035483617990625424
pooled_funding_pilot,-0.000246844758301501,-1.056000000000001,0.004387504289338207,-0.007824877875199143,0.0
ucc_integrated_governance,-0.0002705453377576106,-0.7440000000000051,0.0071594724652590536,-0.012778901164322898,0.0
