t,x,g,c,u,r,a,ed_proxy
155,0.013220942297213767,0.0759468691945043,0.00013548180479489545,0.0,0.5,0.0,0.5015110030546199
156,0.032813000890299426,0.02544945889082482,0.0,0.0,0.0,0.0,0.4740617987535808
157,0.04870272048458318,0.04874367650414821,0.0,0.0,0.0,0.0,0.45181619132158357
158,0.06281046947032035,0.07165846764970149,0.0,0.0,0.5,0.0,0.4320653427415515
159,0.07537851462981983,0.0338344561456321,0.0,0.0,0.0,0.0,0.4144700795182522
160,0.12046837724841206,0.06583509755057508,0.0,0.0,0.0,3.75,0.35134427185222317
161,0.0,0.10289719053109046,0.03693844271852222,0.0,0.5,0.0,0.5255407664077784
162,0.056955046620090724,0.044375696235494186,0.024938442718522223,0.0,0.0,0.0,0.4440037011396514
163,0.03482447832175241,0.07005728210192701,0.012141072065840952,0.0,0.5,0.0,0.4730668911594228
164,0.01628013971664368,0.02580484612080072,0.0,0.0,0.0,0.0,0.49720780439669887
165,0.03449121223260878,0.045067207351051075,0.0,0.0,0.0,0.0,0.47171230287434773
166,0.05051871945971352,0.06523300096368799,0.0,0.0,0.5,0.0,0.4492737927564011
167,0.0996855257536637,0.025615553460555395,0.0,0.0,0.5,3.75,0.38044026394487085
168,0.02871624766390135,0.004929280018534706,0.0372294026394487,0.0,0.0,0.0,0.48538166366645547
169,0.044789629311307325,0.030933909054534782,0.024827375172154078,0.0,0.0,0.0,0.4610186252399929
170,0.09410682547976046,0.05611531645943228,0.012200320361795775,0.0,0.5,3.75,0.3900804923826047
171,0.0,0.028600197611876984,0.04950782480507912,0.0,0.0,0.0,0.527426173720762
172,0.020543403754625662,0.04345216204173913,0.037507824805079124,0.0,0.0,0.0,0.49686540846428595
173,0.038492918307771115,0.06056118977533624,0.025220217152514365,0.0,0.0,0.0,0.46989294694199757
174,0.08925457235041455,0.07889847600964078,0.01268131629620557,0.0,0.5,0.0,0.3969457961538505
175,0.06325800326553968,0.04611784769200493,0.0,0.0,0.0,0.0,0.4314387954282445
176,0.040278121914512216,0.07299855589117356,0.0,0.0,0.5,0.0,0.4636106293196829
177,0.05602615740841281,0.029525565090245256,0.0,0.0,0.0,0.0,0.4415633796282221
178,0.10374348110794968,0.057657241152020186,0.0,0.0,0.5,3.75,0.37475912644887044
179,0.03281488133472511,0.03217737321056448,0.03717259126448869,0.0,0.0,0.0,0.47963505482105817
180,0.048832168038864324,0.05426101755299689,0.02471318292580254,0.0,0.0,0.0,0.45534194218446034
