tag,mean_ed,mean_x,mean_g,mean_c,mean_u,mean_r,mean_a,acf1_x,acf1_c
int_baseline,0.5234198621967395,0.04604841314697194,0.05041146385583031,0.45258427068333434,0.0,0.18275862068965518,0.49137931034482757,0.1411317713295332,0.9916424207432815
int_treasury_relax,0.5234198621967395,0.04604841314697194,0.05041146385583031,0.45258427068333434,0.0,0.18275862068965518,0.49137931034482757,0.1411317713295332,0.9916424207432815
int_capacity_build,0.5982273157343216,0.04604841314697194,0.05041146385583031,0.9513006276005483,0.0,0.18275862068965518,0.49137931034482757,0.1411317713295332,0.6652805632307017
int_audit_heavy,0.4897422858808546,0.04604841314697194,0.05041146385583031,0.22806709524410143,0.0,0.18275862068965518,0.49137931034482757,0.1411317713295332,0.99705618621443
int_governance_package,0.5615514665539793,0.0433061906966466,0.04732205046069428,0.68120089019523,0.0,0.13793103448275862,0.3879310344827586,0.1594813090626956,0.9825406453968242
