t,x,g,c,u,r,a,ed_proxy
146,0.03769875806636912,0.043718623452670385,0.32049269753991305,0.0,0.0,0.0,0.5152956433380702
147,0.05325158578267818,0.0648969731671183,0.30796491492698386,0.0,0.5,0.0,0.49164251714329815
148,0.06702940626327848,0.02599589858487977,0.2952193927260264,0.0,0.0,0.0,0.47044174014031404
149,0.0781392114595322,0.05740369434278825,0.2822809810383405,0.0,0.0,0.0,0.452947251112406
150,0.05329039204771066,0.08582444011137409,0.269187032077907,0.0,0.5,0.0,0.48577150594489116
151,0.10246040152314728,0.043165734982777315,0.25644096658923904,0.0,0.5,3.75,0.41502158285597973
152,0.03143609427457944,0.019986399051432745,0.310506520967915,0.0,0.0,0.0,0.522565446160776
153,0.012414782658115533,0.04393350984807391,0.29806641564807085,0.0,0.0,0.0,0.5473292666258489
154,0.03151144977309276,0.05900502591336834,0.28589260869085725,0.0,0.0,0.0,0.5187678616212987
155,0.013220942297213767,0.0759468691945043,0.27345144839403396,0.0,0.5,0.0,0.5425083980430058
156,0.032813000890299426,0.02544945889082482,0.26126635520187297,0.0,0.0,0.0,0.5132517520338618
157,0.04870272048458318,0.04874367650414821,0.24880697318940878,0.0,0.0,0.0,0.4891372372999949
158,0.06281046947032035,0.07165846764970149,0.23612513510262462,0.0,0.5,0.0,0.4674841130069452
159,0.07537851462981983,0.0338344561456321,0.22324578853004012,0.0,0.0,0.0,0.44795694779775824
160,0.12046837724841206,0.06583509755057508,0.21019048932522263,0.0,0.0,3.75,0.3828728452510066
161,0.0,0.10289719053109046,0.26400393204374484,0.0,0.5,0.0,0.5596005898065618
162,0.056955046620090724,0.044375696235494186,0.2520039320437448,0.0,0.0,0.0,0.4780635245384348
163,0.03482447832175241,0.07005728210192701,0.23920656139106355,0.0,0.5,0.0,0.5071267145582062
164,0.01628013971664368,0.02580484612080072,0.22671901869455902,0.0,0.0,0.0,0.5312156572008827
165,0.03449121223260878,0.045067207351051075,0.214491096738526,0.0,0.0,0.0,0.5038859673851267
166,0.05051871945971352,0.06523300096368799,0.2020082197672695,0.0,0.5,0.0,0.4795750257214916
167,0.0996855257536637,0.025615553460555395,0.1893009576948335,0.0,0.5,3.75,0.40883540759909587
168,0.02871624766390135,0.004929280018534706,0.24340536033428217,0.0,0.0,0.0,0.5163080573206805
169,0.044789629311307325,0.030933909054534782,0.23100333286698754,0.0,0.0,0.0,0.4919450188942179
170,0.09410682547976046,0.05611531645943228,0.21837627805662924,0.0,0.5,3.75,0.42100688603682973
171,0.0,0.028600197611876984,0.2725587824999126,0.0,0.0,0.0,0.5608838173749869
172,0.020543403754625662,0.04345216204173913,0.2605587824999126,0.0,0.0,0.0,0.5303230521185109
173,0.038492918307771115,0.06056118977533624,0.24827117484734784,0.0,0.0,0.0,0.5033505905962226
174,0.08925457235041455,0.07889847600964078,0.23573227399103905,0.0,0.5,0.0,0.4304034398080755
175,0.06325800326553968,0.04611784769200493,0.22248270997813324,0.0,0.0,0.0,0.4648112019249645
176,0.040278121914512216,0.07299855589117356,0.20959709793241568,0.0,0.5,0.0,0.49505019400954525
177,0.05602615740841281,0.029525565090245256,0.19703320422561252,0.0,0.0,0.0,0.471118360262064
178,0.10374348110794968,0.057657241152020186,0.18424883802189473,0.0,0.5,3.75,0.4023964521521547
179,0.03281488133472511,0.03217737321056448,0.23829642928638345,0.0,0.0,0.0,0.5098036305243424
180,0.048832168038864324,0.05426101755299689,0.2258370209476973,0.0,0.0,0.0,0.4855105178877446
