t,x,g,c,u,r,a,ed_proxy
0,0.1,0.4,0.75,0.0,0.5,3.75,0.49250000000000005
1,0.03610000000000002,0.31200000000000006,0.8396499999999999,0.0,0.5,0.0,0.5954075
2,0.05697400000000002,0.224504,0.8289445999999999,0.0,0.5,0.0,0.56457809
3,0.10826321600000002,0.15776704,0.8179469639999999,0.0,0.0,3.75,0.49112354219999993
4,0.0036039395200000296,0.17535214463999999,0.9074812789759998,0.0,0.5,0.0,0.6510766765184
5,0.0,0.1046537040896,0.8972308238227198,0.0,0.5,0.0,0.654584623573408
6,0.0569884203777024,0.04581603735347199,0.8870308238227198,0.0,0.0,0.0,0.5732708350446246
7,0.10488054623454003,0.07124637152049561,0.876032985937432,0.0,0.0,3.75,0.5045721831622588
8,0.03405095082059387,0.10359335574309601,0.9656146582901484,0.0,0.5,0.0,0.617170867594691
9,0.016252091464829546,0.05311877990628126,0.95493794497866,0.0,0.0,0.0,0.6404877636960377
10,0.034986055477972754,0.06745790147470972,0.9445104156981524,0.0,0.5,0.0,0.612696084685561
11,0.05136970783907605,0.023712132523975426,0.9338206109214608,0.0,0.0,0.0,0.5881555006635126
12,0.09962847925956095,0.05177267855103811,0.9229014350117137,0.0,0.5,3.75,0.5189553442883718
13,0.0,0.026364431434145876,1.0,0.0,0.0,0.0,0.67
14,0.05550092419724878,0.04161883377599962,0.9898,0.0,0.0,0.0,0.5907687061238517
15,0.06852155265137794,0.0674476655036594,0.9788229870612385,0.0,0.5,0.0,0.5708932743472567
16,0.04521004092475456,0.031752258349331416,0.9676636853241192,0.0,0.0,0.0,0.6018554955039614
17,0.05948392810392622,0.05688726166839285,0.9568307447511726,0.0,0.0,0.0,0.5802471123671793
18,0.03723703614107601,0.08092369731302443,0.9457979697577176,0.0,0.5,0.0,0.6097378448661512
19,0.08856140133027283,0.035294320470538265,0.9350766512517426,0.0,0.0,0.0,0.5362755358253795
20,0.09683339723297485,0.07019607910510686,0.9236367916331187,0.0,0.0,3.75,0.522978762618803
21,0.02711044712335542,0.1008008002021016,1.0,0.0,0.5,0.0,0.6320453740273024
22,0.04523019972992559,0.049163163475328606,0.989420453740273,0.0,0.0,0.0,0.6050907884391451
23,0.09483207187376726,0.0711690419849516,0.978587230944054,0.0,0.0,3.75,0.5340231840183339
24,0.025407793609153934,0.10111831167736444,1.0,0.0,0.5,0.0,0.6344290889471845
25,0.07877195042574231,0.0490148860416358,0.9894442908894718,0.0,0.0,0.0,0.5581359130373815
26,0.05367516020092947,0.07909747465631951,0.9781414835835114,0.0,0.5,0.0,0.5915759982562255
27,0.0676634897912694,0.03774196766640507,0.9671900313406984,0.0,0.0,0.0,0.5703496189933276
28,0.043907698606153386,0.06718765103635682,0.9560427424836206,0.0,0.5,0.0,0.6019356333239283
29,0.02403718617098269,0.0256317215152894,0.9452280347031345,0.0,0.0,0.0,0.6281321445660945
30,0.04115898281583561,0.046786936323573156,0.9346915140967408,0.0,0.0,0.0,0.6025811511723412
31,0.05628567701176651,0.06824344366113054,0.9239152883373191,0.0,0.5,0.0,0.5797873454341248
32,0.1047023076596807,0.029468186284950997,0.9129272888591543,0.0,0.5,3.75,0.5103558626053203
33,0.0,0.009292466591983187,1.0,0.0,0.0,0.0,0.67
34,0.02017655686524768,0.027619822605426215,0.9898,0.0,0.0,0.0,0.6402228203886533
35,0.037876615533616105,0.04749062818410894,0.9793175282038865,0.0,0.0,0.0,0.6138703674835205
36,0.01847621129440792,0.0680327028390372,0.9685872555864159,0.0,0.5,0.0,0.6394213925257913
37,0.0021821630671325157,0.020221107038668407,0.9581285886282942,0.0,0.0,0.0,0.6606642600002587
38,0.022260861271468663,0.0371050269078199,0.9478980383453544,0.0,0.0,0.0,0.6310194999717471
39,0.004849336204711618,0.055768728769564804,0.9373863862875538,0.0,0.0,0.0,0.6538188872565368
40,0.025230034982673722,0.06689419828017393,0.9271184955806878,0.0,0.5,0.0,0.62374572536136
41,0.04296881985242271,0.020908450985584314,0.9165652750909303,0.0,0.0,0.0,0.5973284434702477
42,0.09235044564180964,0.04745744657276059,0.9057637116129964,0.0,0.5,3.75,0.526573932843416
43,0.0,0.021079213143697994,0.9955208053740111,0.0,0.0,0.0,0.6693281208061017
44,0.02040050504973026,0.03728495477783235,0.9853208053740111,0.0,0.0,0.0,0.6392374137364794
45,0.07325284848354684,0.05546978412975778,0.9748351983033149,0.0,0.0,0.0,0.5636712918685317
46,0.11905137559431568,0.08306590662245263,0.9636096584245453,0.0,0.0,3.75,0.4978695229316399
47,0.011462435236938101,0.11668637357304691,1.0,0.0,0.5,0.0,0.6539525906682867
48,0.03207473540165466,0.058433810786763615,0.9896395259066829,0.0,0.0,0.0,0.623541299323686
49,0.04869451485037152,0.07561366134154328,0.9789904796110598,0.0,0.5,0.0,0.5986762511511389
50,0.02831394233680881,0.03368988586415465,0.9681087564031545,0.0,0.0,0.0,0.625576794188941
51,0.00999009824107451,0.054421052569440936,0.9575123612104393,0.0,0.0,0.0,0.6496407166440616
52,0.0,0.06702288668479944,0.9471724998350642,0.0,0.5,0.0,0.6620758749752597
53,0.056273434847011194,0.014958767081535543,0.9369724998350643,0.0,0.0,0.0,0.581763066189444
54,0.0686793705429788,0.04577181337014183,0.9259846717472061,0.0,0.0,0.0,0.5627465820019106
55,0.07993392312099447,0.07401593589383121,0.9148231605596044,0.0,0.5,0.0,0.5453159817145484
56,0.12514947666603804,0.03987720898198026,0.9035040856359106,0.0,0.5,3.75,0.4803163455129334
57,0.01588621690345035,0.02273518576507295,0.992801992962586,0.0,0.0,0.0,0.6466795952795575
58,0.034094115066503686,0.0424555443841879,0.9823795859259377,0.0,0.0,0.0,0.6196251767957855
59,0.015127594300492736,0.06299613401099496,0.9717022683150066,0.0,0.5,0.0,0.6445767082265612
60,0.0,0.015287452521134125,0.9612904819947997,0.0,0.0,0.0,0.66419357229922
61,0.02029046159790155,0.032535711067329984,0.9510904819947997,0.0,0.0,0.0,0.6342569260621579
62,0.0380679754844746,0.051548993858706954,0.9406064155324291,0.0,0.0,0.0,0.6077957966516
63,0.05371788979996359,0.07140648908041361,0.9298734638756464,0.0,0.5,0.0,0.584275973861398
64,0.10255410852049655,0.031445614597930424,0.9189214134184469,0.0,0.5,3.75,0.5142624600840718
65,0.0,0.010398390015222119,1.0,0.0,0.0,0.0,0.67
66,0.02019756941028922,0.028526679812482136,0.9898,0.0,0.0,0.0,0.6401934028255951
67,0.03791191660928589,0.04823929410470476,0.979317234028256,0.0,0.0,0.0,0.6138209018512382
68,0.05352079487197525,0.06865508115208652,0.9685864671957259,0.0,0.5,0.0,0.5903588572585936
69,0.032332330131788364,0.029142157313985003,0.9576371760675183,0.0,0.0,0.0,0.6183803142256241
